Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,No,Travel_Frequently,995,Human Resources,29,2,Psychology,1,1288,2,Male,68,2,4,HR Representative,2,Single,15800,10000,5,Y,No,21,4,2,80,2,21,2,4,15,11,7,12
29,Yes,Travel_Rarely,545,Sales,10,3,Marketing,1,1289,4,Female,38,4,3,Sales Representative,4,Married,7200,18000,1,Y,Yes,14,3,4,80,1,6,4,4,4,3,2,2
48,No,Non-Travel,1165,Research & Development,22,4,Life Sciences,1,1290,3,Male,74,2,5,Research Director,3,Divorced,20800,8800,7,Y,No,25,4,3,80,2,25,3,4,18,13,9,15
35,No,Travel_Rarely,745,Human Resources,4,1,Psychology,1,1291,1,Female,51,4,3,HR Specialist,1,Single,9800,14600,3,Y,Yes,17,3,1,80,0,12,1,1,8,5,4,6
30,Yes,Travel_Frequently,575,Sales,18,2,Business,1,1292,2,Male,40,3,2,Sales Executive,2,Married,8400,16200,2,Y,No,15,3,2,80,2,7,2,2,4,3,2,2
42,No,Travel_Rarely,935,Research & Development,26,3,Engineering,1,1293,4,Female,65,2,4,Manufacturing Director,4,Single,15200,10400,5,Y,Yes,20,4,4,80,2,19,4,4,13,9,6,10
27,No,Non-Travel,485,Human Resources,11,4,Psychology,1,1294,3,Male,35,4,1,HR Representative,3,Divorced,6000,20000,1,Y,No,13,3,3,80,3,4,3,3,2,1,0,1
53,Yes,Travel_Rarely,1325,Sales,24,1,Marketing,1,1295,1,Female,83,2,5,Manager,1,Married,25600,7600,9,Y,Yes,29,4,1,80,3,30,1,1,23,17,12,19
36,No,Travel_Frequently,775,Research & Development,8,2,Life Sciences,1,1296,2,Male,53,3,3,Healthcare Representative,2,Single,11200,13200,4,Y,No,18,3,2,80,2,13,2,2,9,6,4,7
33,No,Travel_Rarely,665,Human Resources,20,3,Psychology,1,1297,4,Female,46,2,3,HR Representative,4,Married,8800,15600,3,Y,Yes,16,3,4,80,1,10,4,4,7,4,3,5
40,Yes,Non-Travel,885,Sales,14,4,Business,1,1298,3,Male,62,2,4,Sales Executive,3,Divorced,13800,11600,5,Y,No,19,3,3,80,2,17,3,3,11,8,5,9
28,No,Travel_Rarely,525,Research & Development,27,1,Engineering,1,1299,1,Female,36,4,2,Laboratory Technician,1,Single,6200,20200,1,Y,Yes,14,3,1,80,0,5,1,1,3,2,1,2
46,No,Travel_Frequently,1105,Human Resources,2,2,Psychology,1,1300,2,Male,71,2,5,HR Manager,2,Married,19600,9000,6,Y,No,23,4,2,80,3,23,2,4,16,11,8,130,2,Y,Yes,13,3,4,80,1,8,4,4,6,4,2,3
25,Yes,Non-Travel,420,Research & Development,28,1,Engineering,1,1014,2,Male,33,3,1,Laboratory Technician,2,Married,3900,25200,0,Y,No,11,3,2,80,0,2,3,2,1,0,0,0
54,No,Travel_Rarely,1400,Sales,5,4,Marketing,1,1015,3,Female,78,2,5,Sales Director,3,Divorced,22500,10800,6,Y,Yes,24,4,3,80,2,31,2,4,25,18,12,15
32,No,Travel_Frequently,695,Research & Development,11,3,Life Sciences,1,1016,4,Male,61,4,2,Research Scientist,4,Married,8700,15900,3,Y,No,16,3,4,80,1,9,4,4,7,5,1,4
40,Yes,Travel_Rarely,950,Human Resources,19,2,Psychology,1,1017,2,Female,73,3,3,HR Manager,2,Single,14600,12700,4,Y,Yes,18,3,2,80,2,17,2,3,11,8,6,9
27,No,Non-Travel,580,Sales,21,3,Business,1,1018,3,Male,39,4,1,Sales Representative,3,Divorced,4800,21600,1,Y,No,12,3,3,80,0,4,4,3,2,1,0,1
49,No,Travel_Rarely,1180,Research & Development,13,4,Engineering,1,1019,1,Female,86,2,4,Manufacturing Director,1,Married,17900,9400,8,Y,Yes,22,4,1,80,3,26,1,4,18,13,7,14
36,Yes,Travel_Frequently,765,Sales,7,2,Marketing,1,1020,4,Male,54,3,2,Sales Executive,4,Single,10300,16200,5,Y,No,19,3,4,80,1,13,4,4,9,6,3,7
30,No,Travel_Rarely,850,Human Resources,24,3,Psychology,1,1021,3,Female,47,4,3,HR Representative,3,Married,9800,14800,2,Y,Yes,15,3,3,80,2,7,3,3,5,3,2,2
45,No,Non-Travel,1320,Research & Development,2,4,Medical,1,1022,2,Male,79,3,5,Research Director,2,Divorced,24800,8600,7,Y,No,26,4,2,80,3,22,2,4,16,11,9,13
23,Yes,Travel_Rarely,465,Sales,17,1,Business,1,1023,4,Female,35,4,1,Sales Representative,4,Single,3600,23400,0,Y,Yes,10,3,4,80,0,1,4,4,0,0,0,0
52,No,Travel_Frequently,1150,Human Resources,8,3,Psychology,1,1024,1,Male,69,2,4,HR Manager,1,Married,16800,11600,6,Y,No,20,3,1,80,2,29,1,4,22,16,8,18
34,No,Travel_Rarely,720,Research & Development,15,2,Engineering,1,1025,3,Female,51,3,2,Laboratory Technician,3,Single,6200,18600,3,Y,Yes,14,3,3,80,1,11,3,3,8,5,3,6
41,Yes,Non-Travel,1080,Sales,26,4,Marketing,1,1026,4,Male,74,4,3,Sales Executive,4,Married,13800,10200,4,Y,No,21,3,4,80,2,18,4,4,12,8,5,10
29,No,Travel_Rarely,625,Human Resources,4,3,Psychology,1,1027,2,Female,43,3,2,HR Specialist,2,Divorced,7800,19200,1,Y,Yes,13,3,2,80,1,6,2,2,4,2,1,2
47,No,Travel_Frequently,1275,Research & Development,20,4,Life Sciences,1,1028,3,Male,81,2,4,Healthcare Representative,3,Single,15400,9000,5,Y,No,23,4,3,80,3,24,3,4,17,12,6,11
33,Yes,Travel_Rarely,590,Sales,12,2,Business,1,1029,1,Female,41,4,1,Sales Representative,1,Married,5200,20400,2,Y,Yes,11,3,1,80,0,10,1,1,7,4,2,5
26,No,Non-Travel,785,Research & Development,29,3,Engineering,1,1030,4,Male,56,3,3,Research Scientist,4,Single,8900,15600,0,Y,No,16,3,4,80,1,3,4,4,2,1,0,1
38,No,Travel_Rarely,940,Human Resources,6,4,Psychology,1,1031,2,Female,67,2,2,HR Manager,2,Married,12600,13800,6,Y,Yes,18,3,2,80,2,15,2,2,11,8,4,9
50,Yes,Travel_Frequently,1200,Sales,18,1,Marketing,1,1032,3,Male,85,3,5,Manager,3,Divorced,21400,7800,9,Y,No,27,4,3,80,3,27,3,4,20,15,11,16
24,No,Travel_Rarely,510,Research & Development,23,2,Life Sciences,1,1033,4,Female,36,4,1,Laboratory Technician,4,Single,4100,22800,1,Y,Yes,12,3,4,80,0,1,4,4,0,0,0,0
43,No,Non-Travel,1090,Human Resources,9,3,Psychology,1,1034,1,Male,72,3,3,HR Representative,1,Married,11900,12100,7,Y,No,19,3,1,80,2,20,1,3,15,11,7,12
35,Yes,Travel_Rarely,675,Sales,14,4,Business,1,1035,3,Female,49,4,2,Sales Executive,3,Single,9100,16800,3,Y,Yes,15,3,3,80,1,12,3,3,8,5,2,6
28,No,Travel_Frequently,825,Research & Development,27,2,Engineering,1,1036,2,Male,58,2,4,Manufacturing Director,2,Married,14200,10600,1,Y,No,17,3,2,80,3,5,2,4,3,2,1,2
44,No,Travel_Rarely,1160,Sales,3,3,Marketing,1,1037,4,Female,76,3,4,Sales Executive,4,Divorced,16800,9200,5,Y,Yes,22,4,4,80,2,21,4,4,15,10,8,12
31,Yes,Non-Travel,560,Human Resources,16,1,Psychology,1,1038,3,Male,40,4,1,HR Specialist,3,Single,6400,19800,0,Y,No,13,3,3,80,0,8,3,3,5,3,1,3
39,No,Travel_Rarely,895,Research & Development,21,4,Life Sciences,1,1039,1,Female,66,3,3,Healthcare Representative,1,Married,12800,11400,4,Y,Yes,20,3,1,80,2,16,1,3,10,7,5,8
46,No,Travel_Frequently,1285,Sales,7,2,Business,1,1040,2,Male,83,2,5,Manager,2,Single,23600,8400,6,Y,No,25,4,2,80,3,23,2,4,17,12,9,14
27,Yes,Travel_Rarely,630,Research & Development,25,3,Engineering,1,1041,4,Female,44,4,1,Laboratory Technician,4,Married,4700,21200,2,Y,Yes,14,3,4,80,0,4,4,4,2,1,0,1
48,No,Non-Travel,1105,Human Resources,10,4,Psychology,1,1042,3,Male,71,3,4,HR Manager,3,Divorced,17200,10800,8,Y,No,21,3,3,80,2,25,3,4,19,13,7,15
32,No,Travel_Rarely,745,Sales,19,2,Marketing,1,1043,2,Female,53,4,2,Sales Representative,2,Single,7600,17600,3,Y,Yes,16,3,2,80,1,9,2,2,6,4,2,4
37,Yes,Travel_Frequently,980,Research & Development,8,3,Life Sciences,1,1044,1,Male,68,2,3,Research Scientist,1,Married,10600,13200,5,Y,No,18,3,1,80,3,14,1,3,9,6,4,7
25,No,Travel_Rarely,485,Human Resources,22,1,Psychology,1,1045,4,Female,37,4,2,HR Representative,4,Single,5800,20600,0,Y,Yes,11,3,4,80,0,2,4,4,1,0,0,0
51,No,Non-Travel,1345,Sales,5,4,Business,1,1046,3,Male,87,3,5,Sales Director,3,Married,25800,7600,7,Y,No,28,4,3,80,3,28,3,4,21,16,10,17
29,Yes,Travel_Rarely,695,Research & Development,17,2,Engineering,1,1047,2,Female,50,3,1,Laboratory Technician,2,Divorced,6800,18200,1,Y,Yes,13,3,2,80,1,6,2,2,4,2,1,2
42,No,Travel_Frequently,1155,Human Resources,24,3,Psychology,1,1048,4,Male,75,2,4,HR Manager,4,Single,15600,9800,6,Y,No,19,3,4,80,2,19,4,4,13,9,5,10
34,No,Travel_Rarely,815,Sales,11,4,Marketing,1,1049,1,Female,59,4,3,Sales Executive,1,Married,11200,12800,4,Y,Yes,17,3,1,80,1,11,1,1,8,5,3,6
28,Yes,Non-Travel,575,Research & Development,28,1,Life Sciences,1,1050,3,Male,41,3,2,Research Scientist,3,Single,7200,19600,0,Y,No,15,3,3,80,0,5,3,3,3,2,1,1
45,No,Travel_Rarely,1025,Human Resources,6,2,Psychology,1,1051,2,Female,64,2,3,HR Representative,2,Divorced,13400,11600,5,Y,Yes,20,3,2,80,3,22,2,3,16,11,7,13
36,No,Travel_Frequently,885,Sales,20,3,Business,1,1052,4,Male,62,3,4,Sales Representative,4,Married,9800,14600,3,Y,No,18,3,4,80,2,13,4,4,9,6,3,7
31,Yes,Travel_Rarely,655,Research & Development,13,4,Engineering,1,1053,3,Female,46,4,1,Laboratory Technician,3,Single,5600,20200,2,Y,Yes,12,3,3,80,1,8,3,3,5,3,1,3
49,No,Non-Travel,1275,Human Resources,2,1,Psychology,1,1054,1,Male,78,2,5,HR Manager,1,Married,19200,8800,8,Y,No,24,4,1,80,3,26,1,4,19,14,8,16
26,No,Travel_Rarely,535,Sales,15,2,Marketing,1,1055,4,Female,38,4,2,Sales Representative,4,Single,4400,22600,1,Y,Yes,13,3,4,80,0,3,4,4,2,1,0,1
40,Yes,Travel_Frequently,965,Research & Development,26,3,Life Sciences,1,1056,2,Male,69,3,3,Healthcare Representative,2,Divorced,12600,10400,6,Y,No,21,3,2,80,2,17,2,3,11,8,5,9
33,No,Travel_Rarely,775,Human Resources,9,4,Psychology,1,1057,3,Female,55,2,4,HR Specialist,3,Married,10400,13600,4,Y,Yes,16,3,3,80,1,10,3,3,7,5,2,5
47,No,Non-Travel,1195,Sales,18,2,Business,1,1058,4,Male,81,3,5,Manager,4,Single,22400,7200,7,Y,No,26,4,4,80,3,24,4,4,18,13,9,15
24,Yes,Travel_Rarely,465,Research & Development,21,1,Engineering,1,1059,1,Female,34,4,1,Laboratory Technician,1,Married,3800,24200,0,Y,Yes,10,3,1,80,0,1,1,1,0,0,0,0
52,No,Travel_Frequently,1365,Human Resources,4,3,Psychology,1,1060,3,Male,84,2,4,HR Manager,3,Divorced,18600,9000,9,Y,No,23,4,3,80,2,29,3,4,22,16,10,18
35,No,Travel_Rarely,715,Sales,27,4,Marketing,1,1061,2,Female,52,4,2,Sales Executive,2,Single,8400,16800,3,Y,Yes,14,3,2,80,1,12,2,2,8,5,3,6
30,Yes,Non-Travel,605,Research & Development,12,2,Life Sciences,1,1062,4,Male,43,3,3,Research Scientist,4,Married,8600,15400,1,Y,No,17,3,4,80,3,7,4,4,4,3,1,2
43,No,Travel_Rarely,925,Human Resources,23,3,Psychology,1,1063,1,Female,67,2,3,HR Representative,1,Single,11800,12200,5,Y,Yes,19,3,1,80,2,20,1,3,14,10,6,11
28,No,Travel_Frequently,585,Sales,8,1,Business,1,1064,3,Male,42,4,2,Sales Representative,3,Divorced,6200,19200,2,Y,No,15,3,3,80,0,5,3,3,3,2,1,2
46,Yes,Travel_Rarely,1135,Research & Development,16,4,Engineering,1,1065,2,Female,73,3,4,Manufacturing Director,2,Married,16800,10600,6,Y,Yes,22,4,2,80,2,23,2,4,16,11,7,13
37,No,Non-Travel,825,Human Resources,25,2,Psychology,1,1066,4,Male,58,2,3,HR Specialist,4,Single,9600,14400,4,Y,No,18,3,4,80,1,14,4,4,10,7,4,8
32,No,Travel_Rarely,695,Sales,7,3,Marketing,1,1067,3,Female,49,4,1,Sales Executive,3,Married,7800,17800,3,Y,Yes,13,3,3,80,2,9,3,3,6,4,2,4
41,Yes,Travel_Frequently,1045,Research & Development,19,4,Life Sciences,1,1068,1,Male,71,2,5,Research Director,1,Divorced,21600,8400,8,Y,No,25,4,1,80,3,18,1,4,12,9,6,10
29,No,Travel_Rarely,575,Human Resources,14,1,Psychology,1,1069,2,Female,40,4,2,HR Representative,2,Single,6800,19600,1,Y,Yes,12,3,2,80,0,6,2,2,4,2,1,2
48,No,Non-Travel,1245,Sales,3,2,Business,1,1070,4,Male,79,3,4,Sales Executive,4,Married,18200,9400,7,Y,No,21,3,4,80,2,25,4,4,18,13,8,15
35,No,Travel_Rarely,765,Research & Development,22,3,Engineering,1,1071,3,Female,54,3,3,Laboratory Technician,3,Single,9400,15200,2,Y,Yes,16,3,3,80,1,12,3,3,8,5,3,6
27,Yes,Travel_Frequently,485,Human Resources,10,4,Psychology,1,1072,2,Male,36,4,1,HR Specialist,2,Married,5400,21400,0,Y,No,11,3,2,80,0,4,2,2,2,1,0,1
44,No,Travel_Rarely,1085,Sales,17,2,Marketing,1,1073,1,Female,72,2,5,Manager,1,Divorced,20800,8200,6,Y,Yes,24,4,1,80,3,21,1,4,15,11,7,12
33,No,Non-Travel,635,Research & Development,26,3,Life Sciences,1,1074,4,Male,47,3,2,Research Scientist,4,Single,7600,18400,3,Y,No,14,3,4,80,1,10,4,4,7,4,2,5
50,Yes,Travel_Rarely,1165,Human Resources,5,1,Psychology,1,1075,3,Female,76,2,4,HR Manager,3,Married,16400,10200,8,Y,Yes,23,4,3,80,2,27,3,4,20,15,9,16
26,No,Travel_Frequently,525,Sales,18,2,Business,1,1076,2,Male,39,4,1,Sales Representative,2,Single,4600,22200,1,Y,No,12,3,2,80,0,3,2,2,2,1,0,1
42,No,Travel_Rarely,915,Research & Development,24,4,Engineering,1,1077,4,Female,65,3,3,Manufacturing Director,4,Divorced,14600,11800,5,Y,Yes,20,3,4,80,2,19,4,4,13,9,6,10
31,Yes,Non-Travel,645,Human Resources,11,3,Psychology,1,1078,1,Male,45,4,2,HR Representative,1,Married,7200,17200,2,Y,No,15,3,1,80,1,8,1,1,5,3,2,3
38,No,Travel_Rarely,835,Sales,20,2,Marketing,1,1079,3,Female,59,2,4,Sales Executive,3,Single,11600,13200,4,Y,Yes,18,3,3,80,2,15,3,3,10,7,4,8
45,No,Travel_Frequently,1125,Research & Development,6,4,Life Sciences,1,1080,2,Male,74,3,5,Research Director,2,Married,23800,7800,7,Y,No,27,4,2,80,3,22,2,4,16,11,8,13
28,Yes,Travel_Rarely,555,Human Resources,15,1,Psychology,1,1081,4,Female,38,4,1,HR Specialist,4,Single,5800,20800,0,Y,Yes,13,3,4,80,0,5,4,4,3,2,1,2
53,No,Non-Travel,1295,Sales,29,3,Business,1,1082,3,Male,82,2,5,Sales Director,3,Divorced,26200,7400,9,Y,No,29,4,3,80,3,30,3,4,23,17,11,19
34,No,Travel_Rarely,745,Research & Development,8,2,Engineering,1,1083,1,Female,51,3,2,Laboratory Technician,1,Married,6800,18600,3,Y,Yes,15,3,1,80,3,11,1,1,8,5,3,6
29,Yes,Travel_Frequently,615,Human Resources,23,4,Psychology,1,1084,2,Male,42,4,3,HR Representative,2,Single,8200,16400,1,Y,No,16,3,2,80,0,6,2,2,4,2,1,2
47,No,Travel_Rarely,985,Sales,12,2,Marketing,1,1085,4,Female,68,3,4,Sales Executive,4,Married,15800,9600,6,Y,Yes,21,3,4,80,2,24,4,4,17,12,8,14
36,No,Non-Travel,725,Research & Development,21,3,Life Sciences,1,1086,3,Male,52,2,3,Healthcare Representative,3,Divorced,10800,12600,4,Y,No,17,3,3,80,1,13,3,3,9,6,4,7
25,Yes,Travel_Rarely,475,Human Resources,4,1,Psychology,1,1087,1,Female,35,4,1,HR Specialist,1,Single,4200,23800,0,Y,Yes,10,3,1,80,0,2,1,1,1,0,0,0
51,No,Travel_Frequently,1235,Sales,16,4,Business,1,1088,2,Male,80,2,5,Manager,2,Married,24600,8800,8,Y,No,26,4,2,80,3,28,2,4,21,15,10,17
30,No,Travel_Rarely,665,Research & Development,27,2,Engineering,1,1089,4,Female,48,3,2,Research Scientist,4,Single,7800,18200,2,Y,Yes,14,3,4,80,1,7,4,4,5,3,2,3
43,Yes,Non-Travel,1065,Human Resources,9,3,Psychology,1,1090,3,Male,70,2,4,HR Manager,3,Divorced,14800,11200,7,Y,No,20,3,3,80,2,20,3,4,14,10,6,11
32,No,Travel_Rarely,785,Sales,18,4,Marketing,1,1091,1,Female,56,4,3,Sales Representative,1,Married,8600,15800,3,Y,Yes,15,3,1,80,1,9,1,1,6,4,2,4
39,No,Travel_Frequently,895,Research & Development,25,1,Life Sciences,1,1092,2,Male,63,3,3,Research Scientist,2,Single,11400,13800,5,Y,No,18,3,2,80,3,16,2,3,10,7,5,8
46,Yes,Travel_Rarely,1145,Human Resources,7,2,Psychology,1,1093,4,Female,75,2,4,HR Representative,4,Married,13600,10800,6,Y,Yes,19,3,4,80,2,23,4,4,16,11,7,13
27,No,Non-Travel,595,Sales,22,3,Business,1,1094,3,Male,41,4,2,Sales Representative,3,Divorced,5400,21000,1,Y,No,13,3,3,80,0,4,3,3,2,1,0,1
48,No,Travel_Rarely,1155,Research & Development,13,4,Engineering,1,1095,1,Female,77,3,5,Manufacturing Director,1,Single,19800,9400,8,Y,Yes,23,4,1,80,3,25,1,4,18,13,9,15
35,No,Travel_Frequently,715,Human Resources,24,2,Psychology,1,1096,2,Male,50,2,3,HR Specialist,2,Married,9200,14200,4,Y,No,16,3,2,80,2,12,2,2,8,5,3,6
31,Yes,Travel_Rarely,635,Sales,10,3,Marketing,1,1097,4,Female,45,4,1,Sales Executive,4,Single,6800,19200,2,Y,Yes,14,3,4,80,1,8,4,4,5,3,2,3
44,No,Non-Travel,1025,Research & Development,19,4,Life Sciences,1,1098,3,Male,69,3,4,Healthcare Representative,3,Divorced,13800,11600,5,Y,No,20,3,3,80,2,21,3,3,15,10,7,12
28,No,Travel_Rarely,565,Human Resources,26,1,Psychology,1,1099,1,Female,39,4,2,HR Representative,1,Married,6400,20400,1,Y,Yes,12,3,1,80,0,5,1,1,3,2,1,2
52,Yes,Travel_Frequently,1285,Sales,3,2,Business,1,1100,2,Male,83,2,5,Manager,2,Single,25400,7600,9,Y,No,28,4,2,80,3,29,2,4,22,16,11,18
33,No,Travel_Rarely,675,Research & Development,17,3,Engineering,1,1101,4,Female,49,3,2,Laboratory Technician,4,Married,7400,17000,3,Y,Yes,15,3,4,80,1,10,4,4,7,4,2,5
40,No,Non-Travel,955,Human Resources,14,4,Psychology,1,1102,3,Male,67,2,3,HR Specialist,3,Divorced,12200,12400,5,Y,No,19,3,3,80,2,17,3,3,12,8,5,9
29,Yes,Travel_Rarely,545,Sales,28,1,Marketing,1,1103,1,Female,37,4,1,Sales Representative,1,Single,4800,22800,0,Y,Yes,11,3,1,80,0,6,1,1,4,2,1,2
45,No,Travel_Frequently,1105,Research & Development,6,2,Life Sciences,1,1104,2,Male,73,3,4,Healthcare Representative,2,Married,16200,10400,6,Y,No,22,4,2,80,2,22,2,4,15,11,7,12
34,No,Travel_Rarely,795,Human Resources,20,3,Psychology,1,1105,4,Female,55,4,3,HR Representative,4,Single,9800,14800,4,Y,Yes,16,3,4,80,1,11,4,4,8,5,3,6
27,Yes,Non-Travel,485,Sales,11,2,Business,1,1106,3,Male,38,3,1,Sales Executive,3,Married,5600,20600,1,Y,No,12,3,3,80,0,4,3,3,2,1,0,1
49,No,Travel_Rarely,1195,Research & Development,25,4,Engineering,1,1107,1,Female,78,2,5,Manufacturing Director,1,Divorced,21800,8600,8,Y,Yes,25,4,1,80,3,26,1,4,19,14,9,16
36,No,Travel_Frequently,735,Human Resources,8,1,Psychology,1,1108,2,Male,52,3,2,HR Specialist,2,Single,8400,16200,3,Y,No,17,3,2,80,2,13,2,2,9,6,4,7
31,Yes,Travel_Rarely,615,Sales,23,3,Marketing,1,1109,4,Female,44,4,2,Sales Representative,4,Married,6200,19400,2,Y,Yes,13,3,4,80,1,8,4,4,5,3,2,3
42,No,Non-Travel,985,Research & Development,12,2,Life Sciences,1,1110,3,Male,68,2,4,Research Scientist,3,Divorced,14600,11800,5,Y,No,20,3,3,80,2,19,3,3,13,9,6,10
28,No,Travel_Rarely,555,Human Resources,29,4,Psychology,1,1111,1,Female,36,4,1,HR Representative,1,Single,5400,21800,0,Y,Yes,14,3,1,80,0,5,1,1,3,2,1,2
53,Yes,Travel_Frequently,1325,Sales,2,3,Business,1,1112,2,Male,84,3,5,Sales Director,2,Married,27600,7200,10,Y,No,30,4,2,80,3,30,2,4,23,17,12,19
35,No,Travel_Rarely,715,Research & Development,16,2,Engineering,1,1113,4,Female,50,3,3,Laboratory Technician,4,Single,8800,15600,3,Y,Yes,16,3,4,80,1,12,4,4,8,5,3,6
30,No,Non-Travel,625,Human Resources,21,1,Psychology,1,1114,3,Male,42,4,2,HR Specialist,3,Married,7600,18200,1,Y,No,15,3,3,80,3,7,3,3,4,3,2,2
46,Yes,Travel_Rarely,1135,Sales,7,4,Marketing,1,1115,1,Female,74,2,4,Sales Executive,1,Divorced,18400,9200,7,Y,Yes,23,4,1,80,2,23,1,4,16,11,8,13
33,No,Travel_Frequently,665,Research & Development,18,3,Life Sciences,1,1116,2,Male,47,3,2,Research Scientist,2,Single,9200,14400,4,Y,No,17,3,2,80,2,10,2,2,7,4,3,5
41,No,Travel_Rarely,915,Human Resources,24,2,Psychology,1,1117,4,Female,65,2,3,HR Manager,4,Married,13800,11600,6,Y,Yes,19,3,4,80,2,18,4,4,12,8,5,9
26,Yes,Non-Travel,475,Sales,9,1,Business,1,1118,3,Male,35,4,1,Sales Representative,3,Single,3600,24200,0,Y,No,10,3,3,80,0,3,3,3,2,1,0,1
50,No,Travel_Rarely,1255,Research & Development,27,4,Engineering,1,1119,1,Female,79,3,5,Manufacturing Director,1,Divorced,23400,8200,9,Y,Yes,27,4,1,80,3,27,1,4,20,15,10,17
37,No,Travel_Frequently,785,Human Resources,5,3,Psychology,1,1120,2,Male,56,2,4,HR Representative,2,Married,11600,13200,5,Y,No,18,3,2,80,2,14,2,2,10,7,4,8
32,Yes,Travel_Rarely,595,Sales,22,2,Marketing,1,1121,4,Female,41,4,3,Sales Executive,4,Single,7800,17800,3,Y,Yes,14,3,4,80,1,9,4,4,6,4,2,4
44,No,Non-Travel,1045,Research & Development,13,1,Life Sciences,1,1122,3,Male,71,3,3,Healthcare Representative,3,Married,15200,10400,6,Y,No,21,3,3,80,2,21,3,3,15,10,7,12
29,No,Travel_Rarely,535,Human Resources,26,4,Psychology,1,1123,1,Female,38,4,2,HR Specialist,1,Divorced,6800,19600,1,Y,Yes,13,3,1,80,0,6,1,1,4,2,1,2
48,Yes,Travel_Frequently,1185,Sales,10,2,Business,1,1124,2,Male,76,2,5,Manager,2,Single,22800,8400,8,Y,No,25,4,2,80,3,25,2,4,18,13,9,15
34,No,Travel_Rarely,705,Research & Development,19,3,Engineering,1,1125,4,Female,48,3,2,Laboratory Technician,4,Married,8200,16400,4,Y,Yes,15,3,4,80,1,11,4,4,8,5,3,6
31,No,Non-Travel,645,Human Resources,4,1,Psychology,1,1126,3,Male,43,4,1,HR Representative,3,Single,6400,19200,2,Y,No,16,3,3,80,3,8,3,3,5,3,2,3
43,Yes,Travel_Rarely,975,Sales,17,4,Marketing,1,1127,1,Female,69,3,4,Sales Executive,1,Married,16800,9600,5,Y,Yes,20,3,1,80,2,20,1,1,14,10,6,11
38,No,Travel_Frequently,825,Research & Development,25,2,Life Sciences,1,1128,2,Male,58,2,3,Research Scientist,2,Divorced,11800,12600,4,Y,No,18,3,2,80,2,15,2,2,10,7,5,8
25,No,Travel_Rarely,465,Human Resources,8,3,Psychology,1,1129,4,Female,34,4,2,HR Specialist,4,Single,4600,22600,0,Y,Yes,11,3,4,80,0,2,4,4,1,0,0,0
51,Yes,Non-Travel,1235,Sales,21,1,Business,1,1130,3,Male,81,2,5,Sales Director,3,Married,25800,7800,9,Y,No,28,4,3,80,3,28,3,4,21,16,11,17
35,No,Travel_Rarely,745,Research & Development,14,4,Engineering,1,1131,1,Female,51,3,3,Manufacturing Director,1,Single,10600,13800,3,Y,Yes,17,3,1,80,3,12,1,1,8,5,4,6
28,No,Travel_Frequently,575,Human Resources,28,2,Psychology,1,1132,2,Male,40,4,2,HR Representative,2,Married,7200,18400,1,Y,No,14,3,2,80,0,5,2,2,3,2,1,2
47,Yes,Travel_Rarely,1165,Sales,6,3,Marketing,1,1133,4,Female,75,3,4,Sales Executive,4,Divorced,17600,9800,6,Y,Yes,22,3,4,80,2,24,4,4,17,12,8,14
32,No,Non-Travel,685,Research & Development,20,1,Life Sciences,1,1134,3,Male,46,2,2,Research Scientist,3,Single,7800,17600,2,Y,No,15,3,3,80,1,9,3,3,6,4,2,4
39,No,Travel_Rarely,855,Human Resources,12,4,Psychology,1,1135,1,Female,61,3,3,HR Manager,1,Married,12400,12200,5,Y,Yes,18,3,1,80,2,16,1,1,11,8,5,9
46,Yes,Travel_Frequently,1095,Sales,29,2,Business,1,1136,2,Male,73,2,5,Manager,2,Single,21200,8600,8,Y,No,24,4,2,80,3,23,2,4,16,12,9,13
27,No,Travel_Rarely,515,Research & Development,15,3,Engineering,1,1137,4,Female,37,4,1,Laboratory Technician,4,Married,4800,21600,1,Y,Yes,12,3,4,80,0,4,4,4,2,1,0,1
52,No,Non-Travel,1275,Human Resources,3,1,Psychology,1,1138,3,Male,80,2,4,HR Manager,3,Divorced,19200,9400,9,Y,No,26,4,3,80,2,29,3,4,22,16,10,18
36,Yes,Travel_Rarely,795,Sales,18,4,Marketing,1,1139,1,Female,56,4,3,Sales Representative,1,Single,8600,15800,4,Y,Yes,16,3,1,80,1,13,1,1,9,6,4,7
33,No,Travel_Frequently,715,Research & Development,23,2,Life Sciences,1,1140,2,Male,49,3,2,Healthcare Representative,2,Married,9800,14600,3,Y,No,17,3,2,80,2,10,2,2,7,5,3,5
40,No,Travel_Rarely,935,Human Resources,7,3,Psychology,1,1141,4,Female,66,2,4,HR Representative,4,Single,13600,11800,5,Y,Yes,19,3,4,80,2,17,4,4,12,8,6,10
28,Yes,Non-Travel,545,Sales,24,1,Business,1,1142,3,Male,38,4,1,Sales Executive,3,Married,5800,20800,0,Y,No,13,3,3,80,0,5,3,3,3,2,1,2
